faction_id|name|id|type|cp_cost|turn|phase|detachment|detachment_id|description|timing|effects_json
AM|SUPPORTING ORDNANCE|supporting-ordnance-armoured-infantry|Armoured Infantry – Battle Tactic Stratagem|1|Your turn|Shooting phase|Armoured Infantry|armoured-infantry|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ARMOURED SKIRMISHER unit from your army.<br><br><b>EFFECT:</b> Against Monster targets or against Vehicle targets, until the end of the phase, you can re-roll the Hit roll. Applies to: units with Armoured Skirmisher.|once-per-phase|
AM|MOBILE FIREBASE|mobile-firebase-armoured-infantry|Armoured Infantry – Strategic Ploy Stratagem|1|Your turn|Movement phase|Armoured Infantry|armoured-infantry|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One ARMOURED SKIRMISHER unit from your army.<br><br><b>EFFECT:</b> Until the end of the turn, the unit gains the Act After Move ability. Applies to: units with Armoured Skirmisher.|once-per-phase|[{"type":"advance_and_shoot"},{"type":"fall_back_and_shoot"}]
AM|COMBINED FIRE|combined-fire-armoured-infantry|Armoured Infantry – Battle Tactic Stratagem|1|Your turn|Shooting phase|Armoured Infantry|armoured-infantry|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ARMOURED SKIRMISHER unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase: All enemy units cannot benefit from Cover. Add 2 to all friendly units' Strength characteristic. Applies to: units with Armoured Skirmisher.|once-per-phase|
AM|BURST OF SPEED|burst-of-speed-armoured-infantry|Armoured Infantry – Strategic Ploy Stratagem|1|Your turn|Movement phase|Armoured Infantry|armoured-infantry|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit can make a Normal move of up to D6". Applies to: units with Astra Militarum.|once-per-phase|
AM|OPENING SALVO|opening-salvo-armoured-infantry|Armoured Infantry – Battle Tactic Stratagem|1|Your turn|Shooting phase|Armoured Infantry|armoured-infantry|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit gets +1 to Wound rolls. Applies to: units with Astra Militarum.|once-per-phase|[{"type":"plus_one_wound"}]
BT|DEVOUT PUSH|devout-push-companions-of-vehemence|Companions of Vehemence – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Companions of Vehemence|companions-of-vehemence|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|FOR THE EMPEROR’S HONOUR!|for-the-emperors-honour-companions-of-vehemence|Companions of Vehemence – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Companions of Vehemence|companions-of-vehemence|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|PIOUS ENMITY|pious-enmity-companions-of-vehemence|Companions of Vehemence – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Companions of Vehemence|companions-of-vehemence|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|HEARTS HARDENED TO DUTY|hearts-hardened-to-duty-companions-of-vehemence|Companions of Vehemence – Strategic Ploy Stratagem|1|Either player's turn|Fight phase|Companions of Vehemence|companions-of-vehemence|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|HERESY BEGETS RETRIBUTION|heresy-begets-retribution-companions-of-vehemence|Companions of Vehemence – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Companions of Vehemence|companions-of-vehemence|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|DREAD CRUSADERS|dread-crusaders-companions-of-vehemence|Companions of Vehemence – Strategic Ploy Stratagem|1|Opponent's turn|Charge phase|Companions of Vehemence|companions-of-vehemence|<b>WHEN:</b> Opponent's Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|LITANIES OF PURGATION|litanies-of-purgation-vindication-task-force|Vindication Task Force – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Vindication Task Force|vindication-task-force|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|SPOOR OF THE UNHOLY|spoor-of-the-unholy-vindication-task-force|Vindication Task Force – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Vindication Task Force|vindication-task-force|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|REFUSAL TO YIELD|refusal-to-yield-vindication-task-force|Vindication Task Force – Epic Deed Stratagem|1|Either player's turn|Any phase|Vindication Task Force|vindication-task-force|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|RECLAIM OUR HONOUR!|reclaim-our-honour-vindication-task-force|Vindication Task Force – Strategic Ploy Stratagem|1|Either player's turn|Shooting or Fight phase|Vindication Task Force|vindication-task-force|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|RECITATION OF THE REVERED|recitation-of-the-revered-vindication-task-force|Vindication Task Force – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Vindication Task Force|vindication-task-force|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|PERFERVID INTERVENTION|perfervid-intervention-vindication-task-force|Vindication Task Force – Strategic Ploy Stratagem|2|Opponent's turn|Charge phase|Vindication Task Force|vindication-task-force|<b>WHEN:</b> Opponent's Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|Fuelled By Faith|fuelled-by-faith-wrathful-procession|Wrathful Procession Stratagem|1|Either player's turn|Any phase|Wrathful Procession|wrathful-procession|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|Castigate the Demagogues|castigate-the-demagogues-wrathful-procession|Wrathful Procession Stratagem|1|Either player's turn|Fight phase|Wrathful Procession|wrathful-procession|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|Rite of Perfervid Wrath|rite-of-perfervid-wrath-wrathful-procession|Wrathful Procession Stratagem|1|Either player's turn|Fight phase|Wrathful Procession|wrathful-procession|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|CONDEMNATORY INFO-SCREED|condemnatory-info-screed-godhammer-assault-force|Godhammer Assault Force – Battle Tactic Stratagem|1|Your turn|Fight phase|Godhammer Assault Force|godhammer-assault-force|<b>WHEN:</b> Your Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|BLESSED HULL|blessed-hull-godhammer-assault-force|Godhammer Assault Force – Battle Tactic Stratagem|2|Opponent's turn|Shooting phase|Godhammer Assault Force|godhammer-assault-force|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|A CEASELESS CAUSE|a-ceaseless-cause-godhammer-assault-force|Godhammer Assault Force – Strategic Ploy Stratagem|1|Either player's turn|Fight phase|Godhammer Assault Force|godhammer-assault-force|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|UNCOMPROMISING EGRESS|uncompromising-egress-godhammer-assault-force|Godhammer Assault Force – Strategic Ploy Stratagem|1|Your turn|Movement phase|Godhammer Assault Force|godhammer-assault-force|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|GAUNTLET OF THE GOD-EMPEROR|gauntlet-of-the-god-emperor-godhammer-assault-force|Godhammer Assault Force – Strategic Ploy Stratagem|1|Your turn|Movement phase|Godhammer Assault Force|godhammer-assault-force|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|FOCUSED HATRED|focused-hatred-godhammer-assault-force|Godhammer Assault Force – Strategic Ploy Stratagem|1|Your turn|Charge phase|Godhammer Assault Force|godhammer-assault-force|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|Blade of Detestation|blade-of-detestation-marshals-household|Marshal's Household Stratagem|1|Your turn|Charge phase|Marshal's Household|marshals-household|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|Slayers of Abominations|slayers-of-abominations-marshals-household|Marshal's Household Stratagem|1|Either player's turn|Fight phase|Marshal's Household|marshals-household|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BT|Unsparing Execution|unsparing-execution-marshals-household|Marshal's Household Stratagem|1|Opponent's turn|Movement phase|Marshal's Household|marshals-household|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|ARMOUR OF CONTEMPT|armour-of-contempt-the-lost-brethren|The Lost Brethren – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|The Lost Brethren|the-lost-brethren|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|FURIOUS ONSLAUGHT|furious-onslaught-the-lost-brethren|The Lost Brethren – Battle Tactic Stratagem|1|Either player's turn|Fight phase|The Lost Brethren|the-lost-brethren|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|LOST TO RAGE|lost-to-rage-the-lost-brethren|The Lost Brethren – Battle Tactic Stratagem|1|Either player's turn|Fight phase|The Lost Brethren|the-lost-brethren|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|GLORIOUS SACRIFICE|glorious-sacrifice-the-lost-brethren|The Lost Brethren – Epic Deed Stratagem|1|Either player's turn|Any phase|The Lost Brethren|the-lost-brethren|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|FINAL RETRIBUTION|final-retribution-the-lost-brethren|The Lost Brethren – Epic Deed Stratagem|1|Either player's turn|Fight phase|The Lost Brethren|the-lost-brethren|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|WRATHFUL RAMPAGE|wrathful-rampage-the-lost-brethren|The Lost Brethren – Strategic Ploy Stratagem|1|Your turn|Movement phase|The Lost Brethren|the-lost-brethren|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|ARMOUR OF CONTEMPT|armour-of-contempt-the-lost-brethren|Angelic Inheritors – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Angelic Inheritors|angelic-inheritors|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|Strike Now for Glory|strike-now-for-glory-angelic-inheritors|Angelic Inheritors – Strategic Ploy Stratagem|1|Your turn|Shooting phase|Angelic Inheritors|angelic-inheritors|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|Focused Fury|focused-fury-angelic-inheritors|Angelic Inheritors – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Angelic Inheritors|angelic-inheritors|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|In the Shadow of Great Wings|in-the-shadow-of-great-wings-angelic-inheritors|Angelic Inheritors – Battle Tactic Stratagem|1|Opponent's turn|Shooting phase|Angelic Inheritors|angelic-inheritors|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|Unto the Burning Skies|unto-the-burning-skies-angelic-inheritors|Angelic Inheritors – Strategic Ploy Stratagem|1|Opponent's turn|Fight phase|Angelic Inheritors|angelic-inheritors|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|Instant of Grace|instant-of-grace-angelic-inheritors|Angelic Inheritors – Epic Deed Stratagem|1|Your turn|Command phase|Angelic Inheritors|angelic-inheritors|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|ARMOUR OF CONTEMPT|armour-of-contempt-the-lost-brethren|The Angelic Host – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|The Angelic Host|the-angelic-host|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|ANGEL’S SACRIFICE|angels-sacrifice-the-angelic-host|The Angelic Host – Battle Tactic Stratagem|1|Either player's turn|Fight phase|The Angelic Host|the-angelic-host|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|MARTIAL EXAMPLARS|martial-examplars-the-angelic-host|The Angelic Host – Battle Tactic Stratagem|1|Either player's turn|Fight phase|The Angelic Host|the-angelic-host|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|UNBRIDLED ARDOUR|unbridled-ardour-the-angelic-host|The Angelic Host – Epic Deed Stratagem|1|Either player's turn|Any phase|The Angelic Host|the-angelic-host|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|DESCENT OF ANGELS|descent-of-angels-the-angelic-host|The Angelic Host – Epic Deed Stratagem|1|Your turn|Movement phase|The Angelic Host|the-angelic-host|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|DEATH FROM THE SKIES|death-from-the-skies-the-angelic-host|The Angelic Host – Epic Deed Stratagem|1|Your turn|Charge phase|The Angelic Host|the-angelic-host|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
BA|A Grim Warning|a-grim-warning-rage-cursed-onslaught|Rage-cursed Onslaught Stratagem|1|Either player's turn|Any phase|Rage-cursed Onslaught|rage-cursed-onslaught|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
